Image Filename,Species Name,NBN Atlas Page,Taxon Id,Common Name ,Scientific Name,Wikipedia Page ,First recorded in UK,description,Establishment Means,Number of Occurrences,
Lamium galeobdolon.png,Lamium galeobdolon,https://species.nbnatlas.org/species/NBNSYS0000004239,NBNSYS0000004239,Yellow Archangel,Lamium galeobdolon,https://en.wikipedia.org/wiki/Yellow_Archangel,N/A,"Yellow Archangel - A woodland plant with yellow, hooded flowers and variegated leaves.",Native,38421,
Valeriana officinalis.png,Valeriana officinalis,https://species.nbnatlas.org/species/NBNSYS0000004343,NBNSYS0000004343,Common Valerian,Valeriana officinalis,https://en.wikipedia.org/wiki/Common_Valerian,N/A,"Common Valerian - A tall plant with clusters of pink or white flowers, used in herbal remedies for relaxation.",Native,46526,
Lamium album.png,Lamium album,https://species.nbnatlas.org/species/NBNSYS0000004244,NBNSYS0000004244,White Dead-nettle,Lamium album,https://en.wikipedia.org/wiki/White_Dead-nettle,N/A,White Dead-nettle - A nettle-like plant with white flowers but lacking the sting of true nettles.,Non-native,62165,
Iris pseudacorus.png,Iris pseudacorus,https://species.nbnatlas.org/species/NBNSYS0000002269,NBNSYS0000002269,Yellow Flag Iris,Iris pseudacorus,https://en.wikipedia.org/wiki/Yellow_Flag_Iris,N/A,"Yellow Flag Iris - A tall, bright yellow iris that thrives in wetlands and along water edges.",Native,71208,
Dactylorhiza fuchsii.png,Dactylorhiza fuchsii,https://species.nbnatlas.org/species/NHMSYS0001754639,NHMSYS0001754639,Common Spotted Orchid,Dactylorhiza fuchsii,https://en.wikipedia.org/wiki/Common_Spotted_Orchid,N/A,Common Spotted Orchid - A beautiful wild orchid with pinkish-purple flowers and dark-spotted leaves.,Native,9,
Eryngium maritimum.png,Eryngium maritimum,https://species.nbnatlas.org/species/NBNSYS0000003636,NBNSYS0000003636,Sea Holly,Eryngium maritimum,https://en.wikipedia.org/wiki/Sea_Holly,N/A,"Sea Holly - A spiky, blue-flowered coastal plant with silvery leaves, found on sand dunes.",Native,4203,
Sanguisorba officinalis.png,Sanguisorba officinalis,https://species.nbnatlas.org/species/NBNSYS0000003387,NBNSYS0000003387,Great Burnet,Sanguisorba officinalis,https://en.wikipedia.org/wiki/Great_Burnet,N/A,"Great Burnet - A tall plant with deep red, round flower heads, often found in damp meadows.",Native,12549,
Lonicera periclymenum.png,Lonicera periclymenum,https://species.nbnatlas.org/species/NBNSYS0000004333,NBNSYS0000004333,Common Honeysuckle,Lonicera periclymenum,https://en.wikipedia.org/wiki/Common_Honeysuckle,N/A,"Common Honeysuckle - A climbing plant with fragrant, tubular flowers that attract moths.",Native,98063,
Viola palustris.png,Viola palustris,https://species.nbnatlas.org/species/NBNSYS0000002939,NBNSYS0000002939,Marsh Violet,Viola palustris,https://en.wikipedia.org/wiki/Marsh_Violet,N/A,"Marsh Violet - A small, purple-flowered plant found in damp grasslands and woodlands.",Native,41352,
Pastinaca sativa.png,Pastinaca sativa,https://species.nbnatlas.org/species/NBNSYS0000003709,NBNSYS0000003709,Wild Parsnip,Pastinaca sativa,https://en.wikipedia.org/wiki/Wild_Parsnip,N/A,"Wild Parsnip - A tall plant with yellow flowers and a strong smell, related to the cultivated parsnip.",Native,14732,
Lythrum salicaria.png,Lythrum salicaria,https://species.nbnatlas.org/species/NBNSYS0000003524,NBNSYS0000003524,Purple Loosestrife,Lythrum salicaria,https://en.wikipedia.org/wiki/Purple_Loosestrife,N/A,Purple Loosestrife - A wetland plant with tall spikes of vibrant purple flowers.,Native,33651,
Cerastium fontanum.png,Cerastium fontanum,https://species.nbnatlas.org/species/NBNSYS0000003022,NBNSYS0000003022,Common Mouse-ear,Cerastium fontanum,https://en.wikipedia.org/wiki/Common_Mouse-ear,N/A,Common Mouse-ear - A small white-flowered plant that grows in lawns and disturbed ground.,Native,157334,
Persicaria bistorta.png,Persicaria bistorta,https://species.nbnatlas.org/species/NBNSYS0000003750,NBNSYS0000003750,Common Bistort,Persicaria bistorta,https://en.wikipedia.org/wiki/Common_Bistort,N/A,Common Bistort - A pink-flowered plant common in damp meadows and traditional herbal medicine.,Native,8966,
Achillea ptarmica.png,Achillea ptarmica,https://species.nbnatlas.org/species/NBNSYS0000004453,NBNSYS0000004453,Sneezewort,Achillea ptarmica,https://en.wikipedia.org/wiki/Sneezewort,N/A,Sneezewort - A white-flowered plant historically used as a sneezing powder.,Native,37252,
Geum urbanum.png,Geum urbanum,https://species.nbnatlas.org/species/NBNSYS0000003361,NBNSYS0000003361,Wood Avens,Geum urbanum,https://en.wikipedia.org/wiki/Wood_Avens,N/A,Wood Avens - A woodland plant with yellow flowers and burr-like seed heads.,Native,104755,
Salvia verbenaca.png,Salvia verbenaca,https://species.nbnatlas.org/species/NBNSYS0000004222,NBNSYS0000004222,Wild Clary,Salvia verbenaca,https://en.wikipedia.org/wiki/Wild_Clary,N/A,"Wild Clary - A blue-flowered plant used in herbal medicine, related to sage.",Native,3484,
Stachys palustris.png,Stachys palustris,https://species.nbnatlas.org/species/NBNSYS0000004234,NBNSYS0000004234,Marsh Woundwort,Stachys palustris,https://en.wikipedia.org/wiki/Marsh_Woundwort,N/A,"Marsh Woundwort - A tall, pink-flowered plant found in wetlands, historically used for wound healing.",Native,32246,
Filipendula ulmaria.png,Filipendula ulmaria,https://species.nbnatlas.org/species/NBNSYS0000003316,NBNSYS0000003316,Meadowsweet,Filipendula ulmaria,https://en.wikipedia.org/wiki/Meadowsweet,N/A,"Meadowsweet - A fragrant, cream-colored flower found in damp meadows, used in traditional remedies.",Native,135807,
Angelica sylvestris.png,Angelica sylvestris,https://species.nbnatlas.org/species/NBNSYS0000003703,NBNSYS0000003703,Wild Angelica,Angelica sylvestris,https://en.wikipedia.org/wiki/Wild_Angelica,N/A,"Wild Angelica - A tall, umbel-flowered plant related to garden angelica, often found in wetlands.",Native,102953,
Rhinanthus minor.png,Rhinanthus minor,https://species.nbnatlas.org/species/NBNSYS0000004135,NBNSYS0000004135,Yellow Rattle,Rhinanthus minor,https://en.wikipedia.org/wiki/Yellow_Rattle,N/A,"Yellow Rattle - A semi-parasitic plant with yellow flowers, important in reducing grass dominance in meadows.",Native,50976,
Thymus polytrichus.png,Thymus polytrichus,https://species.nbnatlas.org/species/NHMSYS0000464447,NHMSYS0000464447,Wild Thyme,Thymus polytrichus,https://en.wikipedia.org/wiki/Wild_Thyme,N/A,"Wild Thyme - A low-growing, aromatic herb with small purple flowers, common in dry grasslands.",Native,50627,
Galeopsis tetrahit.png,Galeopsis tetrahit,https://species.nbnatlas.org/species/NBNSYS0000004254,NBNSYS0000004254,Common Hemp-nettle,Galeopsis tetrahit,https://en.wikipedia.org/wiki/Common_Hemp-nettle,N/A,"Common Hemp-nettle - A rough-stemmed plant with pink-purple flowers, often found in arable fields.",Native,5269,
Euphrasia officinalis.png,Euphrasia officinalis,https://species.nbnatlas.org/species/NBNSYS0000004155,NBNSYS0000004155,Eyebright,Euphrasia officinalis,https://en.wikipedia.org/wiki/Eyebright,N/A,"Eyebright - A small, white or purple-flowered plant historically used to treat eye infections.",Native,8097,
Allium vineale.png,Allium vineale,https://species.nbnatlas.org/species/NBNSYS0000002196,NBNSYS0000002196,Wild Garlic (Crow Garlic),Allium vineale,https://en.wikipedia.org/wiki/Wild_Garlic_(Crow_Garlic),N/A,Wild Garlic (Crow Garlic) - A wild relative of garlic with edible leaves and a strong smell.,Native,12018,
Lathyrus pratensis.png,Lathyrus pratensis,https://species.nbnatlas.org/species/NBNSYS0000003301,NBNSYS0000003301,Meadow Vetchling,Lathyrus pratensis,https://en.wikipedia.org/wiki/Meadow_Vetchling,N/A,"Meadow Vetchling - A scrambling plant with yellow pea-like flowers, common in grasslands.",Native,105244,
Campanula rotundifolia.png,Campanula rotundifolia,https://species.nbnatlas.org/species/NBNSYS0000004288,NBNSYS0000004288,Harebell,Campanula rotundifolia,https://en.wikipedia.org/wiki/Harebell,N/A,"Harebell - A delicate blue-flowered plant found in dry, grassy areas.",Native,50430,
Centaurea nigra.png,Centaurea nigra,https://species.nbnatlas.org/species/NHMSYS0100000969,NHMSYS0100000969,Common Knapweed,Centaurea nigra,https://en.wikipedia.org/wiki/Common_Knapweed,N/A,"Common Knapweed - A thistle-like plant with purple flowers, important for pollinators.",Native,331,
Betonica officinalis.png,Betonica officinalis,https://species.nbnatlas.org/species/NHMSYS0000463975,NHMSYS0000463975,Betony,Betonica officinalis,https://en.wikipedia.org/wiki/Betony,N/A,"Betony - A low-growing plant with pinkish-purple flowers, used in traditional herbal medicine.",Native,30074,
Clinopodium vulgare.png,Clinopodium vulgare,https://species.nbnatlas.org/species/NBNSYS0000004217,NBNSYS0000004217,Wild Basil,Clinopodium vulgare,https://en.wikipedia.org/wiki/Wild_Basil,N/A,"Wild Basil - A fragrant plant with pink flowers, related to culinary basil.",Native,15911,
Cornus sanguinea.png,Cornus sanguinea,https://species.nbnatlas.org/species/NBNSYS0000003626,NBNSYS0000003626,Dogwood,Cornus sanguinea,https://en.wikipedia.org/wiki/Dogwood,N/A,"Dogwood - A shrub with red stems and small white flowers, commonly found in hedgerows.",Native,42564,
Origanum vulgare.png,Origanum vulgare,https://species.nbnatlas.org/species/NBNSYS0000004207,NBNSYS0000004207,Wild Marjoram,Origanum vulgare,https://en.wikipedia.org/wiki/Wild_Marjoram,N/A,"Wild Marjoram - A wild herb with purple flowers, related to oregano and used in cooking.",Native,12744,
Centaurea scabiosa.png,Centaurea scabiosa,https://species.nbnatlas.org/species/NBNSYS0000004501,NBNSYS0000004501,Greater Knapweed,Centaurea scabiosa,https://en.wikipedia.org/wiki/Greater_Knapweed,N/A,"Greater Knapweed - A tall, thistle-like plant with large purple flowers.",Native,20332,
Daucus carota.png,Daucus carota,https://species.nbnatlas.org/species/NBNSYS0000014362,NBNSYS0000014362,Wild Carrot,Daucus carota,https://en.wikipedia.org/wiki/Wild_Carrot,N/A,"Wild Carrot - A wild ancestor of the cultivated carrot, with white, umbrella-shaped flower heads.",Native,43554,
Fragaria vesca.png,Fragaria vesca,https://species.nbnatlas.org/species/NHMSYS0000458878,NHMSYS0000458878,Wild Strawberry,Fragaria vesca,https://en.wikipedia.org/wiki/Wild_Strawberry,N/A,"Wild Strawberry - A small, sweet wild fruit-bearing plant with white flowers.",Native,1904,
Primula vulgaris.png,Primula vulgaris,https://species.nbnatlas.org/species/NHMSYS0000462067,NHMSYS0000462067,Primrose,Primula vulgaris,https://en.wikipedia.org/wiki/Primrose,N/A,"Primrose - A woodland plant with pale yellow flowers, one of the first to bloom in spring.",Native,81166,
Mentha aquatica.png,Mentha aquatica,https://species.nbnatlas.org/species/NBNSYS0000004198,NBNSYS0000004198,Water Mint,Mentha aquatica,https://en.wikipedia.org/wiki/Water_Mint,N/A,"Water Mint - A strongly scented mint plant with purple flowers, commonly found in wetlands.",Native,80575,
Comarum palustre.png,Comarum palustre,https://species.nbnatlas.org/species/NBNSYS0000003338,NBNSYS0000003338,Marsh Cinquefoil,Comarum palustre,https://en.wikipedia.org/wiki/Marsh_Cinquefoil,N/A,Marsh Cinquefoil - A wetland plant with deep red flowers and creeping stems.,Native,26216,
Geranium robertianum.png,Geranium robertianum,https://species.nbnatlas.org/species/NHMSYS0000459041,NHMSYS0000459041,Herb Robert,Geranium robertianum,https://en.wikipedia.org/wiki/Herb_Robert,N/A,"Herb Robert - A small, pink-flowered geranium with a distinctive smell.",Native,758,
Malva sylvestris.png,Malva sylvestris,https://species.nbnatlas.org/species/NBNSYS0000003131,NBNSYS0000003131,Common Mallow,Malva sylvestris,https://en.wikipedia.org/wiki/Common_Mallow,N/A,"Common Mallow - A tall plant with purple, funnel-shaped flowers.",Non-native,35940,
Oxalis acetosella.png,Oxalis acetosella,https://species.nbnatlas.org/species/NBNSYS0000003175,NBNSYS0000003175,Wood Sorrel,Oxalis acetosella,https://en.wikipedia.org/wiki/Wood_Sorrel,N/A,Wood Sorrel - A small woodland plant with clover-like leaves and white flowers.,Native,69474,
Galium verum.png,Galium verum,https://species.nbnatlas.org/species/NBNSYS0000004309,NBNSYS0000004309,Lady’s Bedstraw,Galium verum,https://en.wikipedia.org/wiki/Lady’s_Bedstraw,N/A,"Lady’s Bedstraw - A yellow-flowered plant with a sweet scent, historically used in bedding.",Native,75778,
Ajuga reptans.png,Ajuga reptans,https://species.nbnatlas.org/species/NBNSYS0000004269,NBNSYS0000004269,Bugle,Ajuga reptans,https://en.wikipedia.org/wiki/Bugle,N/A,"Bugle - A creeping plant with blue flowers, often found in damp woodlands.",Native,60389,
Viola tricolor.png,Viola tricolor,https://species.nbnatlas.org/species/NBNSYS0000002944,NBNSYS0000002944,Wild Pansy (Heartsease),Viola tricolor,https://en.wikipedia.org/wiki/Wild_Pansy_(Heartsease),N/A,"Wild Pansy (Heartsease) - A small violet, yellow, and white flower, historically used in herbal medicine.",Native,9010,
Anemone nemorosa.png,Anemone nemorosa,https://species.nbnatlas.org/species/NBNSYS0000002700,NBNSYS0000002700,Wood Anemone,Anemone nemorosa,https://en.wikipedia.org/wiki/Wood_Anemone,N/A,"Wood Anemone - A delicate white-flowered woodland plant, an early sign of spring.",Native,49395,
Centaurea cyanus.png,Centaurea cyanus,https://species.nbnatlas.org/species/NBNSYS0000004503,NBNSYS0000004503,Cornflower,Centaurea cyanus,https://en.wikipedia.org/wiki/Cornflower,N/A,"Cornflower - A bright blue flower once common in cornfields, now often grown in wildflower meadows.",Non-native,4317,
Silene dioica.png,Silene dioica,https://species.nbnatlas.org/species/NBNSYS0000002998,NBNSYS0000002998,Red Campion,Silene dioica,https://en.wikipedia.org/wiki/Red_Campion,N/A,Red Campion - A pink-flowered plant commonly found in hedgerows and woodlands.,Native,110863,
Heracleum sphondylium.png,Heracleum sphondylium,https://species.nbnatlas.org/species/NBNSYS0000003710,NBNSYS0000003710,Hogweed,Heracleum sphondylium,https://en.wikipedia.org/wiki/Hogweed,N/A,"Hogweed - A large, white-flowered plant related to cow parsley, commonly found along roadsides.",Native,172047,
Jacobaea vulgaris.png,Jacobaea vulgaris,https://species.nbnatlas.org/species/NHMSYS0021241522,NHMSYS0021241522,Common Ragwort,Jacobaea vulgaris,https://en.wikipedia.org/wiki/Common_Ragwort,N/A,"Common Ragwort - A yellow-flowered plant toxic to livestock, but important for insects.",Native,76213,
Viola riviniana.png,Viola riviniana,https://species.nbnatlas.org/species/NHMSYS0000464897,NHMSYS0000464897,Common Dog Violet,Viola riviniana,https://en.wikipedia.org/wiki/Common_Dog_Violet,N/A,Common Dog Violet - A small violet-flowered plant found in grasslands and woodlands.,Native,98978,
Cardamine pratensis.png,Cardamine pratensis,https://species.nbnatlas.org/species/NBNSYS0000002872,NBNSYS0000002872,Cuckooflower,Cardamine pratensis,https://en.wikipedia.org/wiki/Cuckooflower,N/A,"Cuckooflower - A pale lilac wildflower, often found in damp meadows.",Native,93919,
Glebionis segetum.png,Glebionis segetum,https://species.nbnatlas.org/species/NHMSYS0020110561,NHMSYS0020110561,Corn Marigold,Glebionis segetum,https://en.wikipedia.org/wiki/Corn_Marigold,N/A,Corn Marigold - A bright yellow daisy-like flower commonly found in arable fields.,Non-native,9774,
Lotus corniculatus.png,Lotus corniculatus,https://species.nbnatlas.org/species/NBNSYS0000003258,NBNSYS0000003258,Bird’s-foot Trefoil,Lotus corniculatus,https://en.wikipedia.org/wiki/Bird’s-foot_Trefoil,N/A,"Bird’s-foot Trefoil - A yellow-flowered plant commonly called ""eggs and bacon"" due to its color.",Native,149519,
Prunus spinosa.png,Prunus spinosa,https://species.nbnatlas.org/species/NBNSYS0000003412,NBNSYS0000003412,Blackthorn,Prunus spinosa,https://en.wikipedia.org/wiki/Blackthorn,N/A,"Blackthorn - A thorny shrub with white flowers, producing sloes used in gin-making.",Native,122936,
Knautia arvensis.png,Knautia arvensis,https://species.nbnatlas.org/species/NHMSYS0000460024,NHMSYS0000460024,Field Scabious,Knautia arvensis,https://en.wikipedia.org/wiki/Field_Scabious,N/A,"Field Scabious - A purple wildflower commonly found in grasslands, important for pollinators.",Native,30589,
Ficaria verna.png,Ficaria verna,https://species.nbnatlas.org/species/NHMSYS0100001603,NHMSYS0100001603,Lesser Celandine,Ficaria verna,https://en.wikipedia.org/wiki/Lesser_Celandine,N/A,Lesser Celandine - A small yellow-flowered plant that blooms in early spring.,Native,102580,
Achillea millefolium.png,Achillea millefolium,https://species.nbnatlas.org/species/NBNSYS0000004451,NBNSYS0000004451,Yarrow,Achillea millefolium,https://en.wikipedia.org/wiki/Yarrow,N/A,"Yarrow - A hardy, white or pink-flowered plant with feathery leaves, traditionally used in herbal medicine.",Native,155395,
Allium ursinum.png,Allium ursinum,https://species.nbnatlas.org/species/NBNSYS0000002205,NBNSYS0000002205,Wild Garlic (Ramsons),Allium ursinum,https://en.wikipedia.org/wiki/Wild_Garlic_(Ramsons),N/A,"Wild Garlic (Ramsons) - A woodland plant with broad leaves and white star-like flowers, known for its strong garlic scent.",Native,38571,
Betula pendula.png,Betula pendula,https://species.nbnatlas.org/species/NBNSYS0000003827,NBNSYS0000003827,Silver Birch,Betula pendula,https://en.wikipedia.org/wiki/Silver_Birch,N/A,Silver Birch - A slender tree with distinctive white bark that peels in strips.,Native,79126,
Crataegus monogyna.png,Crataegus monogyna,https://species.nbnatlas.org/species/NBNSYS0000003430,NBNSYS0000003430,Common Hawthorn,Crataegus monogyna,https://en.wikipedia.org/wiki/Common_Hawthorn,N/A,"Common Hawthorn - A thorny shrub with white or pink flowers and red berries, commonly used in hedgerows.",Native,229245,
Ranunculus acris.png,Ranunculus acris,https://species.nbnatlas.org/species/NBNSYS0000002708,NBNSYS0000002708,Meadow Buttercup,Ranunculus acris,https://en.wikipedia.org/wiki/Meadow_Buttercup,N/A,Meadow Buttercup - A bright yellow wildflower found in meadows and pastures.,Native,143038,
Sambucus nigra.png,Sambucus nigra,https://species.nbnatlas.org/species/NBNSYS0000004324,NBNSYS0000004324,Elder,Sambucus nigra,https://en.wikipedia.org/wiki/Elder,N/A,"Elder - A deciduous shrub with fragrant white flowers and dark purple berries, used in food and drinks.",Native,154783,
Papaver rhoeas.png,Papaver rhoeas,https://species.nbnatlas.org/species/NBNSYS0000002764,NBNSYS0000002764,Common Poppy,Papaver rhoeas,https://en.wikipedia.org/wiki/Common_Poppy,N/A,"Common Poppy - A vibrant red wildflower with delicate petals, often associated with remembrance.",Non-native,33443,
Digitalis purpurea.png,Digitalis purpurea,https://species.nbnatlas.org/species/NBNSYS0000004094,NBNSYS0000004094,Foxglove,Digitalis purpurea,https://en.wikipedia.org/wiki/Foxglove,N/A,"Foxglove - A tall plant with tubular, bell-shaped purple flowers, known for its medicinal properties.",Native,105076,
Bellis perennis.png,Bellis perennis,https://species.nbnatlas.org/species/NBNSYS0000004445,NBNSYS0000004445,Daisy,Bellis perennis,https://en.wikipedia.org/wiki/Daisy,N/A,Daisy - A common lawn flower with white petals and a yellow center.,Native,153054,
Hyacinthoides non-scripta.png,Hyacinthoides non-scripta,https://species.nbnatlas.org/species/NHMSYS0000459784,NHMSYS0000459784,Bluebell,Hyacinthoides non-scripta,https://en.wikipedia.org/wiki/Bluebell,N/A,"Bluebell - A woodland flower with drooping, bell-shaped blue flowers that carpet the forest floor in spring.",Non-native,11582,
Urtica dioica.png,Urtica dioica,https://species.nbnatlas.org/species/NBNSYS0000003807,NBNSYS0000003807,Stinging Nettle,Urtica dioica,https://en.wikipedia.org/wiki/Stinging_Nettle,N/A,"Stinging Nettle - A green, hairy plant with stinging hairs that cause skin irritation.",Native,245407,
Quercus robur.png,Quercus robur,https://species.nbnatlas.org/species/NHMSYS0000462217,NHMSYS0000462217,English Oak,Quercus robur,https://en.wikipedia.org/wiki/English_Oak,N/A,"English Oak - A large, long-lived tree with lobed leaves and acorns, a keystone species in British woodlands.",Native,27847,
Taraxacum officinale.png,Taraxacum officinale,https://species.nbnatlas.org/species/NHMSYS0000464272,NHMSYS0000464272,Dandelion,Taraxacum officinale,https://en.wikipedia.org/wiki/Dandelion,N/A,Dandelion - A bright yellow flower with fluffy seed heads that disperse in the wind.,Native,63959,
red squirrel.png,red squirrel,https://species.nbnatlas.org/species/NHMSYS0020824859,NHMSYS0020824859,red squirrel,Sciurus vulgaris,https://en.wikipedia.org/wiki/red_squirrel,"Schrank, 1803","Red Squirrel - A small, reddish-brown tree squirrel with a bushy tail and tufted ears.",Native,46,
European rabbit.png,European rabbit,https://species.nbnatlas.org/species/NHMSYS0000080219,NHMSYS0000080219,European rabbit,Oryctolagus cuniculus,https://en.wikipedia.org/wiki/European_rabbit,"Linnaeus, 1758","European Rabbit - A burrowing mammal with long ears, often found in grasslands and woodlands.",Non-native,173551,
red fox.png,red fox,https://species.nbnatlas.org/species/NHMSYS0000530543,NHMSYS0000530543,red fox,Vulpes vulpes,https://en.wikipedia.org/wiki/red_fox,"Merrem, 1786","Red Fox - A highly adaptable carnivore with reddish fur, a bushy tail, and a white underbelly.",Native,0,
European hare.png,European hare,https://species.nbnatlas.org/species/NHMSYS0000455513,NHMSYS0000455513,European hare,Lepus europaeus,https://en.wikipedia.org/wiki/European_hare,N/A,"European Hare - A fast-running mammal with long ears and powerful hind legs, found in open fields.",Non-native,940,
European badger.png,European badger,https://species.nbnatlas.org/species/NHMSYS0000455513,NHMSYS0000455513,European badger,Meles meles,https://en.wikipedia.org/wiki/European_badger,N/A,"European Badger - A nocturnal mammal with black and white striped face, living in burrows called setts.",Non-native,940,
roe deer.png,roe deer,https://species.nbnatlas.org/species/NHMSYS0000080203,NHMSYS0000080203,roe deer,Capreolus capreolus,https://en.wikipedia.org/wiki/roe_deer,"Linnaeus, 1758","Roe Deer - A small, graceful deer with short antlers and a distinctive white rump patch.",Native,101031,
European mole.png,European mole,https://species.nbnatlas.org/species/NBNSYS0000005079,NBNSYS0000005079,European mole,Talpa europaea,https://en.wikipedia.org/wiki/European_mole,N/A,"European Mole - A small, burrowing mammal with velvety fur and powerful digging claws.",Native,88175,
European otter.png,European otter,https://species.nbnatlas.org/species/NBNSYS0000005133,NBNSYS0000005133,European otter,Lutra lutra,https://en.wikipedia.org/wiki/European_otter,"Linnaeus, 1758","European Otter - A semi-aquatic mammal with a sleek body, webbed feet, and a thick tail.",Native,85011,
European water vole.png,European water vole,https://species.nbnatlas.org/species/NHMSYS0020546253,NHMSYS0020546253,European water vole,Arvicola amphibius,https://en.wikipedia.org/wiki/European_water_vole,"Linnaeus, 1758","European Water Vole - A rodent with a round face, small ears, and a plump body, often found in waterways.",Native,67570,
bat.png,bat,https://species.nbnatlas.org/species/NBNSYS0000130775,NBNSYS0000130775,bat,Chiroptera,https://en.wikipedia.org/wiki/bat,"Schreber, 1774",Bat - A flying mammal that uses echolocation to navigate and catch insects.,Native,3441,
hazel dormouse.png,hazel dormouse,https://species.nbnatlas.org/species/NHMSYS0000080214,NHMSYS0000080214,hazel dormouse,Muscardinus avellanarius,https://en.wikipedia.org/wiki/hazel_dormouse,"Linnaeus, 1758","Hazel Dormouse - A small, golden-brown rodent with a bushy tail, found in woodlands.",Native,55340,
wood mouse.png,wood mouse,https://species.nbnatlas.org/species/NHMSYS0000080210,NHMSYS0000080210,wood mouse,Apodemus sylvaticus,https://en.wikipedia.org/wiki/wood_mouse,"Linnaeus, 1758","Wood Mouse - A small rodent with large eyes and ears, known for its agility and nocturnal habits.",Native,46869,
Eurasian beaver.png,Eurasian beaver,https://species.nbnatlas.org/species/NHMSYS0000530119,NHMSYS0000530119,Eurasian beaver,Castor fiber,https://en.wikipedia.org/wiki/Eurasian_beaver,"Linnaeus, 1758","Eurasian Beaver - A large, aquatic rodent with webbed feet and a flat, scaly tail, known for building dams.",Non-native,25929,
brown rat.png,brown rat,https://species.nbnatlas.org/species/NHMSYS0000080212,NHMSYS0000080212,brown rat,Rattus norvegicus,https://en.wikipedia.org/wiki/brown_rat,"Berkenhout, 1769","Brown Rat - A common, adaptable rodent found in urban and rural environments.",Non-native,38422,
lesser horseshoe bat.png,lesser horseshoe bat,https://species.nbnatlas.org/species/NHMSYS0000080177,NHMSYS0000080177,lesser horseshoe bat,Rhinolophus hipposideros,https://en.wikipedia.org/wiki/lesser_horseshoe_bat,"Bechstein, 1800","Lesser Horseshoe Bat - A small bat with a distinctive horseshoe-shaped nose, found in caves and old buildings.",Native,38011,
brown long-eared bat.png,brown long-eared bat,https://species.nbnatlas.org/species/NBNSYS0000005102,NBNSYS0000005102,brown long-eared bat,Plecotus auritus,https://en.wikipedia.org/wiki/brown_long-eared_bat,"Linnaeus, 1758","Brown Long-eared Bat - A bat species with large ears, known for its slow, fluttering flight.",Native,36542,
Reeves's muntjac.png,Reeves's muntjac,https://species.nbnatlas.org/species/NHMSYS0021056591,NHMSYS0021056591,Reeves's muntjac,Muntiacus reevesi,https://en.wikipedia.org/wiki/Reeves's_muntjac,N/A,"Reeves's Muntjac - A small, invasive deer species with short antlers and a hunched posture.",Native,0,
red deer.png,red deer,https://species.nbnatlas.org/species/NBNSYS0000005143,NBNSYS0000005143,red deer,Cervus elaphus,https://en.wikipedia.org/wiki/red_deer,N/A,"Red Deer - The largest UK deer species, with large branching antlers in males.",Native,28148,
noctule bat.png,noctule bat,https://species.nbnatlas.org/species/NHMSYS0000545959,NHMSYS0000545959,noctule bat,Nyctalus noctula,https://en.wikipedia.org/wiki/noctule_bat,"Curtis, 1832","Noctule Bat - One of the UK's largest bats, with a golden-brown coat and fast, high-altitude flight.",Native,4,
pygmy shrew.png,pygmy shrew,https://species.nbnatlas.org/species/NBNSYS0000005082,NBNSYS0000005082,pygmy shrew,Sorex minutus,https://en.wikipedia.org/wiki/pygmy_shrew,N/A,"Pygmy Shrew - One of the smallest UK mammals, with a long nose and high metabolism.",Native,26257,
grey seal.png,grey seal,https://species.nbnatlas.org/species/NBNSYS0000005137,NBNSYS0000005137,grey seal,Halichoerus grypus,https://en.wikipedia.org/wiki/grey_seal,"Fabricius, 1791","Grey Seal - A large seal species with a dog-like face, found around the UK coast.",Native,26140,
stoat.png,stoat,https://species.nbnatlas.org/species/NBNSYS0000005127,NBNSYS0000005127,stoat,Mustela erminea,https://en.wikipedia.org/wiki/stoat,"Thomas &amp; Barrett-Hamilton, 1895",Stoat - A small carnivorous mammal with a long body and a black-tipped tail.,Native,24914,
Natterer's bat.png,Natterer's bat,https://species.nbnatlas.org/species/NHMSYS0000080184,NHMSYS0000080184,Natterer's bat,Myotis nattereri,https://en.wikipedia.org/wiki/Natterer's_bat,"Kuhl, 1817","Natterer's Bat - A medium-sized bat with pale fur and broad wings, often roosting in old buildings.",Native,22546,
harbour porpoise.png,harbour porpoise,https://species.nbnatlas.org/species/NBNSYS0000005172,NBNSYS0000005172,harbour porpoise,Phocoena phocoena,https://en.wikipedia.org/wiki/harbour_porpoise,"Linnaeus, 1758","Harbour Porpoise - A small, shy marine mammal with a rounded head and short dorsal fin.",Native,22347,
pipistrelle bat genus.png,pipistrelle bat genus,https://species.nbnatlas.org/species/NHMSYS0020309086,NHMSYS0020309086,pipistrelle bat genus,Pipistrellus,https://en.wikipedia.org/wiki/pipistrelle_bat_genus,N/A,"Pipistrelle Bat Genus - A group of small bats known for their fast, fluttering flight and insectivorous diet.",Native,30,
field vole.png,field vole,https://species.nbnatlas.org/species/NHMSYS0000080207,NHMSYS0000080207,field vole,Microtus agrestis,https://en.wikipedia.org/wiki/field_vole,"Linnaeus, 1761","Field Vole - A small rodent with short ears and a dense brown coat, found in grasslands.",Native,21603,
bank vole.png,bank vole,https://species.nbnatlas.org/species/NHMSYS0000545975,NHMSYS0000545975,bank vole,Myodes glareolus,https://en.wikipedia.org/wiki/bank_vole,"Rothschild, 1909","Bank Vole - A small, reddish-brown rodent with a short tail, common in woodlands.",Native,65,
